 # Numero de nodos de la malla:
  12779
 # Coordenadas de los nodos y sus referencias:
          0.0000000000           0.0000000000    1
         10.0000000000           0.0000000000    2
         10.0000000000           1.0000000000    2
          0.0000000000           1.0000000000    1
          4.0000000000           0.0000000000    2
          5.0000000000           1.0000000000    2
          2.5000000000           1.0000000000    2
          2.0000000000           0.0000000000    2
          7.0000000000           0.0000000000    2
          7.5000000000           1.0000000000    2
          3.0000000000           0.0000000000    2
          1.2500000000           1.0000000000    2
          6.2500000000           1.0000000000    2
          8.5000000000           0.0000000000    2
          3.7500000000           1.0000000000    2
          2.5000000000           0.0000000000    2
          1.8148039582           0.2143122622    0
          2.7500000000           0.5000000000    0
          2.2500000000           0.4005681818    0
          1.0000000000           0.0000000000    2
          2.1058819731           0.2122159091    0
          2.3166167291           0.2002840909    0
          2.1062548519           0.4515966331    0
          2.1250000000           0.0000000000    2
          2.1875000000           0.1125995798    0
          2.0108477333           0.1271097575    0
          2.2500000000           0.0000000000    2
          2.0625000000           0.0000000000    2
          1.9985774181           0.0641391647    0
          1.7500000000           0.0000000000    2
          1.5000000000           0.0000000000    2
          2.0937500000           0.0867483119    0
          2.0312500000           0.0327784714    0
          1.9991802342           0.0320671764    0
          1.8750000000           0.0000000000    2
          1.9375000000           0.0000000000    2
          1.9687500000           0.0152451910    0
          1.9179117275           0.0798037028    0
          1.9363433931           0.0420219820    0
          1.9464653764           0.0212736699    0
          1.9690502524           0.0486070123    0
          1.9629263982           0.0960808378    0
          1.9477290693           0.0699885846    0
          1.9748138540           0.0734823682    0
          1.9977699639           0.0969772836    0
          2.0446770728           0.0817016926    0
          2.0185268238           0.0810586859    0
          2.0321563380           0.0588338789    0
          2.0758792375           0.0442695096    0
          1.8905586849           0.0430728588    0
          1.8906250000           0.0187024379    0
          1.9062500000           0.0000000000    2
          1.8125000000           0.0000000000    2
          1.9137224715           0.0543732220    0
          2.0312500000           0.0000000000    2
          1.8965707582           0.2092054399    0
          2.0643360439           0.1316533542    0
          2.0705198302           0.0715227048    0
          2.0568220976           0.0258724967    0
          2.0937500000           0.0147120574    0
          2.1297949383           0.0507301846    0
          2.1036317941           0.0408678558    0
          2.1243058875           0.0256573038    0
          2.1875000000           0.0000000000    2
          2.1562500000           0.0000000000    2
          2.1090811814           0.0660459572    0
          2.1456277714           0.0938082442    0
          2.1718750000           0.0404112722    0
          2.1718750000           0.0171849365    0
          2.1557556955           0.0656372296    0
          2.1952804707           0.0731303619    0
          2.1728444557           0.0892090865    0
          2.2153936738           0.0340114120    0
          2.2829736727           0.1109185905    0
          2.1952797198           0.0483998490    0
          2.2187500000           0.0000000000    2
          2.2350557246           0.1014726423    0
          2.2087634538           0.0962897110    0
          2.2301226122           0.0663144959    0
          2.2521244034           0.0367730918    0
          2.2642878116           0.0794458667    0
          2.2349677416           0.0193163325    0
          2.3750000000           0.0000000000    2
          2.2595361397           0.1035504202    0
          2.2514060953           0.1703719113    0
          2.2444854601           0.1356245616    0
          2.2150351760           0.1264819600    0
          2.1700190791           0.1815210053    0
          2.1864142523           0.1490017995    0
          2.2522273172           0.0598136681    0
          2.3125000000           0.0000000000    2
          2.2788591544           0.1468412142    0
          2.2186394757           0.1605101159    0
          2.1356883954           0.1438199699    0
          2.2932880787           0.0481097467    0
          2.2662513859           0.1272001942    0
          2.3498132946           0.1367712380    0
          2.2854144768           0.1822692226    0
          2.2173275503           0.2242348759    0
          2.1627198098           0.1300777774    0
          2.1592974330           0.1568028376    0
          2.1315612078           0.1835179548    0
          2.2797880945           0.0167270340    0
          2.2974444680           0.0810436375    0
          2.3130236108           0.1325574080    0
          2.2268621820           0.1925552844    0
          2.2734342229           0.2390483731    0
          2.3044945468           0.0246940125    0
          2.3437500000           0.0000000000    2
          2.3356640043           0.0975976870    0
          2.3278603641           0.1657289252    0
          2.1958293927           0.2004899399    0
          2.2493525389           0.2165988435    0
          2.2886957217           0.2126150333    0
          2.3215353203           0.2491975802    0
          2.2991420186           0.2362686295    0
          2.2905440033           0.2770180164    0
          2.3330184353           0.1206953552    0
          2.3096480656           0.1055603840    0
          2.3083917296           0.1785010006    0
          2.1574390097           0.2568522262    0
          2.1956861017           0.1739112439    0
          2.2622214041           0.1940114429    0
          2.4153252860           0.2132952738    0
          2.3022011437           0.1546716044    0
          2.1623786316           0.2189611012    0
          2.3671784932           0.1976291656    0
          2.3413872557           0.1892371567    0
          2.3632610285           0.1658405185    0
          2.3444896255           0.2235308422    0
          2.4348457004           0.1150795810    0
          2.4003823168           0.1774015948    0
          2.3202364929           0.2242771896    0
          2.3821002158           0.2335881419    0
          2.0880473784           0.1704193208    0
          2.3361958183           0.0542553344    0
          2.3131448970           0.0623329584    0
          2.3593750000           0.0298290959    0
          2.3319571806           0.0270220807    0
          2.4375000000           0.0000000000    2
          2.3838379552           0.0762541352    0
          2.4019358804           0.0370600067    0
          2.3637430310           0.0571851369    0
          2.3581165393           0.0832368600    0
          2.3803005839           0.1140887418    0
          2.3824457137           0.0229070661    0
          2.4062500000           0.0000000000    2
          2.2325283538           0.2803210715    0
          2.2399652430           0.2482024806    0
          2.2629828917           0.2665977280    0
          2.1879371662           0.2415605386    0
          2.2121882561           0.2586911483    0
          2.1831821093           0.3063461690    0
          2.2042629937           0.2865223701    0
          2.2296274884           0.3346160441    0
          2.1766643923           0.2782944023    0
          2.2103068829           0.3140702622    0
          2.1252951002           0.3050129204    0
          2.1827545905           0.3593367043    0
          2.1475497307           0.2850590788    0
          2.1902826206           0.3329004470    0
          2.1056335427           0.2606969986    0
          2.1505307339           0.3358706128    0
          2.1319045549           0.2637368949    0
          2.1217403946           0.2365383533    0
          2.1515551753           0.1972526990    0
          2.1313973244           0.2129108317    0
          2.3924570886           0.2017582706    0
          2.4640851858           0.1719386344    0
          2.4533788735           0.3129453577    0
          2.1067406122           0.1871462251    0
          2.1137546133           0.1604988843    0
          2.1031470869           0.1237877621    0
          2.4078819438           0.0975848114    0
          2.4140414797           0.0664252095    0
          2.4404029261           0.0383800621    0
          2.3898299467           0.1459074083    0
          2.4089228367           0.1255068244    0
          2.4343494193           0.1512824477    0
          2.4331031293           0.1848078185    0
          2.4111624688           0.1562747020    0
          2.4687202063           0.2268259002    0
          2.4441879212           0.2115163151    0
          2.4689370182           0.1991682534    0
          2.4325358738           0.2574979372    0
          2.5398638526           0.1724832920    0
          2.4310039039           0.2326425619    0
          2.5019239730           0.1792435019    0
          2.1568194942           0.3100084532    0
          1.8686663417           0.3989396202    0
          2.1456486137           0.2360476524    0
          2.3646006319           0.3283433531    0
          2.1183355849           0.1002225988    0
          2.1369308239           0.1180733481    0
          2.0871130234           0.1443562800    0
          2.0801329801           0.1099147836    0
          2.4217573734           0.0205863029    0
          2.4687500000           0.0169361798    0
          2.7500000000           0.0000000000    2
          2.4819170600           0.0638001737    0
          2.4661443930           0.0429499865    0
          2.4992953486           0.0342629988    0
          2.4482787304           0.0728558481    0
          2.4748513420           0.1045582949    0
          2.4314695152           0.0907568297    0
          2.5415509884           0.0367835738    0
          2.4689236409           0.0825391771    0
          2.4658478031           0.1376699807    0
          2.6250000000           0.0000000000    2
          2.5133327235           0.1328018685    0
          2.4868007056           0.1559273560    0
          2.5044593150           0.0571821070    0
          2.5625000000           0.0000000000    2
          2.4886527367           0.1260910287    0
          2.5214934502           0.0175807787    0
          2.5314737819           0.2352400979    0
          2.0839507312           0.3645724143    0
          2.1361243626           0.3895116733    0
          2.3336680724           0.2938852033    0
          2.5178040616           0.1585224288    0
          2.5937500000           0.0421547623    0
          2.5469519033           0.0905264168    0
          2.5256439017           0.2025214459    0
          2.4965590200           0.2132144591    0
          2.5797642129           0.2097568880    0
          2.5515482512           0.2147844691    0
          2.5615554231           0.1892559795    0
          2.5735245011           0.2564292456    0
          2.5860299475           0.1351910295    0
          2.5558839444           0.2391173937    0
          2.5376108145           0.2753811579    0
          2.5995222733           0.1738709660    0
          2.5673741791           0.1593179272    0
          2.5428780736           0.1409145532    0
          2.5341484974           0.1148500251    0
          2.5140325489           0.0887299196    0
          2.5640045777           0.1150340831    0
          2.5860374833           0.0815168293    0
          2.1131375288           0.3407032499    0
          2.1536389520           0.3654604751    0
          2.1266059448           0.3641773152    0
          2.3163521426           0.2745956613    0
          2.5688342800           0.0279647406    0
          2.5937500000           0.0000000000    2
          2.5638345499           0.0591101099    0
          2.6093750000           0.0210773811    0
          2.6875000000           0.0000000000    2
          2.6328863326           0.0548369302    0
          2.5328065202           0.0648051591    0
          2.4960527555           0.2611951655    0
          2.4910145271           0.2371489809    0
          2.6066214348           0.3626516048    0
          2.6863148521           0.2450393531    0
          2.1303293716           0.3266436423    0
          2.0598673637           0.3053445573    0
          2.6636890959           0.1297951480    0
          2.6710768616           0.0382578485    0
          2.6299438024           0.0318193790    0
          2.6562500000           0.0000000000    2
          2.6078549182           0.0653550691    0
          2.6360265726           0.0973545399    0
          2.5205304570           0.2574528515    0
          2.5025777436           0.3100455710    0
          2.4643521759           0.2583525191    0
          2.4776249665           0.2885175568    0
          2.4477593308           0.2834165645    0
          2.4065466969           0.3065587429    0
          2.4310337684           0.3018986763    0
          2.4257375990           0.3407347658    0
          2.5802151428           0.3126119423    0
          2.6363138749           0.2175098298    0
          2.0926249309           0.3137999832    0
          2.0874223712           0.3390383395    0
          2.0443120218           0.3461800518    0
          2.0830265904           0.2833038336    0
          2.0120723781           0.2319365074    0
          2.1083437202           0.2860141426    0
          2.0611556531           0.2388258304    0
